recording_id,segment_id,split,signer_id,text_format,segment_text,gold_gloss_sequence,vietnamese_translation,fingerspelled_items_FS,classifier_or_NM_notes,annotator_id,double_annotated,iaa_reviewed,annotation_status,notes
VSL_SEG_000159,r2_giaitri_008,train,SIGNER_07,continuous,"Hôm qua, nhiều người chen lấn ở sân Mỹ Đình, tôi rất bực. Hãy xếp hàng mua vé, đừng chen ngang. Đừng xả rác trên khán đài, ai cũng ghét việc đó. Nếu thấy người chen lấn thì hãy nhắc nhở nhẹ nhàng. Đừng ném chai nước xuống sân, hành động đó đáng giận. Hãy cổ vũ văn minh, vỗ tay thay vì la hét. Nhớ giữ vé cẩn thận đến hết trận. Ra về, hãy đi theo hàng, đừng xô đẩy.",,,,,,no,no,pending,
VSL_SEG_000160,r2_giaitri_009,train,SIGNER_07,dialog_turns,"Hôm nay lớp mình học nhạc cụ dân tộc, em nào biết đàn bầu?|Thưa thầy, đàn bầu chỉ có một dây ạ.|Đúng rồi, em giỏi lắm.|Em xin lỗi thầy, hôm qua em quên mang sách nhạc.|Không sao, nhưng lần sau em nhớ mang nhé.|Vâng, em cảm ơn thầy đã nhắc.|Ai đã xem biểu diễn ở Nhà hát Lớn Hà Nội?|Thưa thầy, em xem rồi, em biết ơn bố mẹ đã mua vé.|Tốt, tuần sau lớp mình đi xem múa rối nước.|Chúng em cảm ơn thầy nhiều ạ.",,,,,,no,no,pending,
VSL_SEG_000161,r2_giaitri_010,train,SIGNER_07,continuous,"Năm ngoái, tôi làm mất vé xem ca nhạc, tiếc mãi. Hãy nghe kinh nghiệm buồn của tôi để tránh. Mua vé xong, hãy chụp ảnh vé ngay. Đừng để vé trong túi quần, vé dễ rơi. Nếu đi đông người thì hãy giao vé cho một người giữ. Nhớ đến sớm, đừng để lỡ giờ như tôi. Nếu mất vé thì hãy báo ngay quầy soát vé. Đừng buồn lâu, lần sau cẩn thận hơn nhé.",,,,,,no,no,pending,
VSL_SEG_000162,r2_giaitri_012,train,SIGNER_02,dialog_turns,"Cả lớp trật tự, thầy đang giảng về múa rối nước.|Thưa thầy, Đinh Tiên Hoàng Nam đang vẽ lên bàn ạ.|Nam, thầy bực lắm, đừng vẽ bậy lên bàn.|Em xin lỗi thầy, em sẽ lau sạch ngay ạ.|Nếu em còn vẽ bậy thì thầy mời phụ huynh.|Em hứa không tái phạm ạ.|Cả lớp nhìn tranh múa rối, ai kể được nội dung?|Thưa thầy, chú Tễu đang cầm quạt múa ạ.|Đúng, nhưng em cần nói to hơn nữa.|Vâng, em cảm ơn thầy đã nhắc ạ.",,,,,,no,no,pending,
VSL_SEG_000163,r3_giaitri_001,train,SIGNER_07,dialog_turns,"Chào chuyên gia, sao rạp CGV phục vụ tệ vậy?|Nhân viên da ngăm kia thái độ lồi lõm, Liễu rất bực.|Nếu quản lý im lặng thì khách hàng sẽ giận hơn.|Anh ta mắng khách, làm mất danh dự rạp phim.|Anh ta nói năng thô lỗ như kẻ vô học.|Ai cho phép nhân viên chặn cửa ra vào thế này?|Liễu nhìn thấy vết da đồi mồi trên tay ông quản lý run rẩy.|Nếu không xin lỗi thì Liễu kiện lên phường.|Ông quản lý sợ hãi, mặt tái mét.|Tay ông ta nắm chặt cửa tay, run bần bật.|Sự việc này tệ nhất Liễu từng thấy.|Đội tuyển Việt Nam đá hay hơn cách rạp này làm việc.|Liễu quá chán ngán, muốn bỏ về ngay.|Yêu cầu rạp CGV thay đổi thái độ ngay lập tức.",,,,,,no,no,pending,
VSL_SEG_000164,r3_giaitri_002,train,SIGNER_01,dialog_turns,"Anh thấy sao về buổi diễn tại Nhà hát Lớn Hà Nội?|Hùng sợ hãi vì đám đông chen lấn quá mức.|Trước khi diễn, mọi người dùng dung dịch rửa tay kỹ không?|Tuy dùng rồi nhưng Hùng vẫn lo lắng lây bệnh. Bệnh này di căn nhanh, Hùng rất sợ.|Anh lo lắng về sức khỏe hay diện tích toàn phần sân khấu?|Sân khấu hẹp, Hùng thấy bất an, ngột ngạt.|Ngày mai anh định bay sang Dubai tránh stress?|Hùng muốn đi nhưng sợ máy bay rơi.|Nhìn đoàn diệt binh hành quân, anh thấy thế nào?|Hùng ngạc nhiên vì họ nghiêm túc, nhưng Hùng vẫn run.|Đội tuyển Việt Nam thi đấu tại sân Mỹ Đình, anh dám xem?|Hùng lo lắng quá, tim đập nhanh, sợ thua.",,,,,,no,no,pending,
VSL_SEG_000165,r3_giaitri_004,train,SIGNER_08,dialog_turns,"Phim rạp CGV, nội dung chán nhất thế giới.|Vì kịch bản dở nên Thúy bực mình.|Thúy thấy phim này tệ hơn phim cũ.|Đại cũng ngán ngẩm, muốn bỏ về.|Đại ghét diễn viên đóng như robot.|Vì diễn xuất kém nên khán giả giận.|Thúy nhắc Đại xem tin tức dân tộc Kinh.|Đại kể về văn hoá dân tộc Nùng.|Thúy nói thêm dân tộc Tày hát hay.|Câu chuyện này dâng hiến niềm vui hơn.|Thúy chợt đau dây chằng chân.|Đại lo lắng, mặt nhăn nhó.|Thúy tiếc nuối, không xem hết phim.|Hai người rời rạp CGV, tâm trạng tệ.",,,,,,no,no,pending,
VSL_SEG_000166,r3_giaitri_005,train,SIGNER_06,continuous,"Hồi nhỏ, dì ghẻ đối xử tệ. Bà bắt con mặc dép quai hậu rách. Con buồn, khóc nhiều. Ngày xưa, mẹ dìu dắt con tập đi. Con nhớ dòng sữa mẹ ngọt ngào. Năm ngoái, con đến rạp CGV xem phim. Phim kể về nỗi đau mất mát. Con nhìn dòng chữ hiện trên màn hình. Con thấy tiếc nuối, lòng nặng trĩu. Con muốn học hát để bớt buồn. Con đến Nhà hát Lớn Hà Nội tập luyện. Con cố gắng để thay đổi cuộc đời. Nhưng giấc mơ tan vỡ. Con thất vọng, chán nản. Con ngồi im, nước mắt rơi. Cuộc đời thật nghiệt ngã.",,,,,,no,no,pending,
VSL_SEG_000167,r3_giaitri_006,train,SIGNER_06,continuous,"Hôm qua, tôi đến sân Mỹ Đình xem bóng đá. Đội tuyển Việt Nam đá hay, tôi mừng rỡ. Khán giả hò hét, tôi dún lai tay vì phấn khích. Chiến thắng bất ngờ, mọi người nhảy múa vui sướng. Tôi được tặng chiếc áo đỏ rực rỡ. Nếu thắng trận này thì đội tuyển vào chung kết. Tôi bị kéo đi ăn mừng cùng đám đông. Chúng tôi ăn dưa leo, uống nước ngọt thật ngon. Tôi nhớ thầy giáo dạy bảo về tinh thần thể thao. Thầy bảo viết văn phải đúng dấu chấm câu. Thầy nhắc dùng đúng dấu chia khi tính toán. Tôi ngạc nhiên vì nhớ lại bài học lúc này. Nếu ngày mai nắng thì tôi lại ra sân. Tôi biết ơn đội tuyển vì niềm vui lớn. Trận đấu kết thúc, lòng tôi tràn đầy hạnh phúc.",,,,,,no,no,pending,
VSL_SEG_000168,r3_giaitri_007,train,SIGNER_08,continuous,Hãy cùng xem phim tại rạp CGV nhé. Vì phim hay nên mọi người hãy mua vé sớm. Hãy chọn chỗ ngồi chính giữa để nhìn rõ. Tuy rạp đông nhưng hãy giữ im lặng. Đừng quên mua bắp rang bơ thơm phức. Hãy nhìn dấu chấm lửng trên màn hình chờ. Vì yêu phim nên hãy xem hết đoạn kết. Hãy chú ý dấu chấm phẩy trong phụ đề. Nhưng đừng quên ghi dấu chấm than thể hiện sự ngạc nhiên. Hãy viết dấu gạch ngang phân cách tên phim. Hãy đặt dấu hỏi khi thắc mắc nội dung. Đội tuyển Việt Nam sẽ cùng xem phim này. Hãy cùng hò reo vì quá phấn khích. Hãy cùng tận hưởng niềm vui tuyệt vời.,,,,,,no,no,pending,
VSL_SEG_000169,r3_giaitri_008,train,SIGNER_01,continuous,"Xin lỗi vì làm phiền mọi người. Hãy chuẩn bị dầu ăn Trường An để chiên khoai. Đừng đổ dầu hỏa hay dầu hoả vào chảo nhé. Hãy gọt khoai tây, cắt miếng dài. Nhớ rửa sạch khoai để loại bỏ nhựa. Hãy chiên khoai vàng giòn. Đội tuyển Việt Nam đang cổ vũ xem nấu ăn. Sân Mỹ Đình đang treo cờ đỏ rực. Hãy viết chữ ""vui"" có dấu ngã lên đĩa. Hãy viết chữ ""hột"" có dấu hột thật rõ. Hãy bày khoai ra đĩa thật đẹp. Hãy mời mọi người cùng ăn nhé. Biết ơn mọi người đã kiên nhẫn xem.",,,,,,no,no,pending,
VSL_SEG_000170,r3_giaitri_009,train,SIGNER_03,continuous,"Hướng dẫn xem phim rạp CGV. Trước hết, tải ứng dụng CGV đặt vé. Hãy chọn phim hay nhất hiện nay. Nếu hết vé thì chọn rạp khác. Đừng để kẻ xấu dụ dỗ mua vé chợ đen. Nhớ đến rạp sớm hơn giờ chiếu. Khi quét mã, hãy làm cẩn thận. Nếu máy lỗi thì báo nhân viên ngay. Hãy mua bắp nước như mọi khi. Đừng nói to, tránh làm phiền người xung quanh. Hãy ngồi im, đừng tỏ ra dốt khi xem phim. Nhắc chuyện dậy thì, dế mèn hay dị tật rất khó diễn tả. Xem phim xong, hãy dọn rác sạch sẽ. Đội tuyển Việt Nam xem phim xong thấy rất mừng.",,,,,,no,no,pending,
VSL_SEG_000171,r3_giaitri_011,train,SIGNER_01,dialog_turns,"Thầy Tùng hỏi, em xem phim kinh dị rạp CGV chưa?|Minh run rẩy, phim ghê rợn quá, em sợ.|Thầy cười, phim kinh dị thường gây ghê sợ đúng không?|Minh lo lắng, quái vật đang đuổi theo nhân vật chính.|Thầy nhắc, tập trung nghe giảng, đừng mơ mộng.|Minh hốt hoảng, nhân vật bị giam giữ trong hầm tối.|Thầy hỏi, em thấy chi tiết nào đáng sợ nhất?|Minh nói, con ma bị ghẻ lở, da bong tróc ghê quá.|Thầy ngạc nhiên, sao em tả chi tiết ghẻ như vậy?|Minh sợ hãi, hình ảnh đó đang hiện ra trước mắt em.|Thầy khen, trí tưởng tượng Minh rất phong phú.|Minh thở phào, em được thầy khen, em mừng.|Thầy nghiêm mặt, nhìn bảng, đừng nhìn ra ngoài.|Minh gật đầu, em xin lỗi thầy.",,,,,,no,no,pending,
VSL_SEG_000172,r3_giaitri_012,train,SIGNER_05,dialog_turns,"Em xem phim rạp CGV chưa?|Em xem rồi, giao diện ứng dụng đặt vé rất hiện đại.|Em ngạc nhiên vì điều gì nhất?|Em bất ngờ vì âm thanh to hơn rạp cũ.|Vì phim hay nên em thích đúng không?|Đúng ạ, em thích như xem trực tiếp.|Tốt, em giỏi quá.|Giờ chuyển sang toán, luật giao hoán áp dụng thế nào?|Em quên rồi, em thấy khó quá.|Vì em lười nên quên, tập trung vào.|Đừng mơ về gieo mạ, giun kim hay giun móc lúc này.|Em xin lỗi thầy, em sẽ chú ý.|Đội tuyển Việt Nam đá sân Mỹ Đình, em xem chưa?|Em xem rồi, em mừng phát khóc.|Tốt, giờ làm bài tập đi.",,,,,,no,no,pending,
VSL_SEG_000173,r4_giaitri_002,train,SIGNER_06,dialog_turns,"Phượng thấy sân Mỹ Đình hôm nay thế nào?|Sân Mỹ Đình đông quá, Dũng thấy ngạc nhiên.|Đội tuyển Việt Nam đang đá bóng, Phượng thấy mừng.|Trận đấu bị hoãn vì mưa, Dũng thấy tiếc.|Phượng được tặng vé xem phim rạp CGV.|Phim kể về bến nhà rồng, Dũng thấy biết ơn.|Phượng đang đọc sách về bến tre, bến phà.|Dũng thấy chán vì sách nói về bến đổ.|Hai người nói về lễ bế giảng trường cũ.|Phượng nhớ thầy cô, lòng thấy xúc động.|Dũng thấy lo vì sắp xa bạn bè.|Phượng thấy vui vì sắp đi du lịch.",,,,,,no,no,pending,
VSL_SEG_000174,r4_giaitri_003,train,SIGNER_01,continuous,"Sang cùng Thắm xem bóng đá sân Mỹ Đình. Đội tuyển Việt Nam thua, Sang giận dữ. Sang hét lớn, mặt đỏ như gấc. Vì thua trận nên Sang bực bội. Thắm dỗ Sang, nhưng Sang chán nản nhất. Sang nói sân vận động ồn hơn rạp CGV. Vì nóng quá nên Sang gắt gỏng. Sang mắng Thắm, giọng to như sấm. Về nhà, Sang đập bể cá. Bể lọc nước hỏng, nước tràn ra sàn. Sang nhìn bệ xí bẩn, càng tức giận. Sang vào bếp dầu, làm đổ lọ muối. Thắm bảo Sang kiên trì bền bỉ hơn. Sang im lặng, lòng vẫn bực. Sang hậm hực bỏ vào phòng.",,,,,,no,no,pending,
VSL_SEG_000175,r4_giaitri_004,train,SIGNER_03,continuous,"Hôm qua, Lộc cùng Tuyết xem phim rạp CGV. Phim kinh dị, Tuyết sợ hãi, run rẩy. Đèn tắt, bóng tối bao trùm, Lộc lo lắng. Tuyết hét lớn vì bất ngờ. Lộc nắm tay Tuyết để trấn an. Hai người nhớ về bệnh máu khó đông, sợ chảy máu. Lộc nhắc bệnh cùi, bệnh dại để hù Tuyết. Tuyết giận, mặt đỏ bừng. Lộc nói thêm bệnh lậu, bệnh mụn rộp. Tuyết chán, nhìn Lộc khó chịu. Bỗng nhiên, tiếng động lạ vang lên phía sau. Cả hai hoảng sợ, quay lại nhìn. Một bóng đen cao lớn đứng gần. Tuyết hốt hoảng, tim đập nhanh. Lộc kéo Tuyết chạy nhanh ra ngoài để thoát thân. Sau khi ra khỏi rạp, cả hai thở phào. Lộc cùng Tuyết đi dạo sân Mỹ Đình. Nỗi sợ biến mất, hai người cười vui.",,,,,,no,no,pending,
VSL_SEG_000176,r4_giaitri_005,train,SIGNER_04,continuous,Liên đến rạp CGV xem phim. Liên bất ngờ thấy Tùng đứng đó. Tùng bị bệnh sởi nên mặt đỏ. Tùng kể Tùng từng mắc bệnh thủy đậu. Tùng lo vì bản thân mắc bệnh nền. Tùng sợ bệnh teo cơ làm yếu tay. Tùng kể về bệnh nhiệt đới ở vùng xa. Tùng nói bệnh sởi thật đáng sợ. Nếu Tùng khỏe thì Tùng đi sân Mỹ Đình. Đội tuyển Việt Nam được Tùng hâm mộ. Liên ngạc nhiên vì Tùng biết nhiều. Nếu Tùng khỏi bệnh thì Tùng mời Liên. Liên mừng vì Tùng sớm bình phục. Liên chúc Tùng mau khỏe lại. Hai người cùng cười vui vẻ.,,,,,,no,no,pending,
VSL_SEG_000177,r4_giaitri_006,train,SIGNER_06,continuous,"Thái rủ Sương xem phim rạp CGV. Sương chán ghét vì phim dở tệ. Thái khen phim hay nhưng Sương thấy tệ. Phim dài quá nên Sương ngán ngẩm. Sương bực bội vì Thái nói nhiều. Thái nói như bệnh tâm thần. Sương ghét Thái vì thái độ này. Nhắc chuyện bệnh, Sương sợ bệnh tiềm ẩn. Sương lo bệnh trĩ gây đau đớn. Thái cười nên Sương giận dữ. Sương muốn đến bệnh viện đa khoa khám. Thái bảo bệnh viện chuyên khoa tốt hơn. Tuy Thái khuyên nhưng Sương vẫn bực. Sương muốn đi công viên Đầm Sen. Đầm Sen đông quá nên Sương mệt. Sương mệt mỏi, chán nản vô cùng. Thái Sương cãi nhau, thật tệ.",,,,,,no,no,pending,
VSL_SEG_000178,d00506,train,SIGNER_06,dialog_turns,Tuần này có thi cử không Chu Văn An?|Thứ năm tuần này thi môn toán.|Mình lo sợ lắm. Bài tập nhiều mà mình chưa ôn tập hết.|Chu Văn An ôn luyện môn toán tới đâu rồi?|Mình mới học thuộc lòng bảng cửu chương và công thức tính diện tích.|Vậy là tốt rồi.|Mình thì vẫn còn yếu phần phân số. Mình giúp đỡ Chu Văn An nhé.|Hai đứa học nhóm cho dễ hiểu.|Có bạn cùng ôn tập mình bớt căng thẳng hơn.,,,,,,no,no,pending,
VSL_SEG_000179,d00507,train,SIGNER_03,dialog_turns,"Điểm kiểm tra môn tiếng việt của Nhi bao nhiêu?|Mình được điểm tốt, cô giáo khen mình viết câu văn rõ ràng. Mình thì bị điểm kém vì sai chính tả nhiều.|Nhi đừng buồn.|Lần sau cố gắng nắn nót chữ viết là cải thiện thôi.|Ừ, mình sẽ chăm chỉ ôn tập từ trái nghĩa và ngữ pháp. Mình chia sẻ cho Nhi cuốn vở ghi chép của mình.|Bạn thân thiện thật.|Bạn bè giúp đỡ nhau là chuyện bình thường mà.",,,,,,no,no,pending,
VSL_SEG_000180,d00509,train,SIGNER_03,dialog_turns,Tiến có tham gia hoạt động ngoại khóa nào không?|Mình tham gia đội bóng rổ của trường. Mình thì thích cầu lông và đá cầu hơn.|Tuần này trường tổ chức thi đua thể dục giữa các lớp đấy.|Mình biết rồi. Lớp mình chuẩn bị thi kéo co và nhảy cao. Tiến cổ vũ cho lớp mình nhé. Mình muốn lớp mình chiến thắng. Mình sẽ cổ vũ thật to để các bạn thi đấu mạnh hơn. Có Tiến cổ vũ mình tự tin hơn nhiều.,,,,,,no,no,pending,
VSL_SEG_000181,d00510,train,SIGNER_03,dialog_turns,"Sáng nay Lý Thái Tổ có đi học muộn không?|Có, mình tới trường muộn nên bị cô chủ nhiệm nhắc nhở.|Lý Thái Tổ ngủ quên à?|Ừ, tối qua mình thức làm bài tập văn nên sáng dậy muộn.|Lần sau Lý Thái Tổ nên sắp xếp thời gian biểu hợp lý hơn.|Mình sẽ cẩn thận hơn để không bị phạt nữa.|Đi học đúng giờ cũng là kỉ luật mà Lý Thái Tổ.|Mình hiểu rồi. Mai mình sẽ đi học sớm hơn.",,,,,,no,no,pending,
VSL_SEG_000182,d00511,train,SIGNER_07,dialog_turns,"Lý Nam Đế ơi, kết quả thi cuối kỳ có chưa?|Cô giáo vừa chấm điểm và đọc danh sách sáng nay.|Lý Nam Đế được xếp hạng thế nào?|Mình đứng đầu lớp môn khoa học, được phần thưởng nữa.|Bạn học giỏi và chăm chỉ thật xứng đáng.|Lý Nam Đế cũng tiến bộ nhiều ở môn tiếng anh đấy.|Ừ, mình cố gắng ôn luyện mỗi ngày nên có kết quả tốt.|Cả hai đứa cùng tiến bộ, vui thật.",,,,,,no,no,pending,
VSL_SEG_000183,d00513,train,SIGNER_02,dialog_turns,"Thùy đã làm bài tập làm văn chưa?|Mình làm rồi nhưng đoạn văn còn lủng củng quá.|Đề bài yêu cầu miêu tả cây bàng ở sân trường phải không?|Mình tả cây bàng mùa hè lá đỏ rực.|Thùy nên thêm chi tiết về hoa phượng nở nữa.|Mình sẽ trình bày cho sinh động hơn.|Thùy viết câu văn rõ ràng là cô giáo sẽ khen.|Ừ, mình cố gắng để được điểm tốt.",,,,,,no,no,pending,
VSL_SEG_000184,d00514,train,SIGNER_06,dialog_turns,"Lớp mình sắp có buổi giao lưu với trường khác đấy. Mình háo hức quá.|Hoạt động gì vậy Trâm?|Có thi kéo co, múa sạp và biểu diễn văn nghệ.|Mình muốn tham gia múa sạp.|Trâm đăng ký chưa?|Mình đăng ký rồi.|Trâm nên đăng ký nhanh kẻo hết chỗ.|Để mình giơ tay xung phong với cô chủ nhiệm.|Hai đứa cùng tham gia cho vui.|Ừ, mình mong buổi giao lưu thành công.",,,,,,no,no,pending,
VSL_SEG_000185,d00515,train,SIGNER_08,dialog_turns,"Bạn thấy bài kiểm tra môn lịch sử hôm qua thế nào?|Có nhiều câu hỏi mình không thuộc bài. Mình quên mất ngày giải phóng miền nam. Lần sau mình phải học thuộc lòng kỹ hơn.|Ừ, hai đứa nên ôn tập lịch sử cùng nhau.|Mình sẽ ghi chép lại các sự kiện quan trọng. Mình giúp bạn hệ thống lại theo thứ tự thời gian. Có bạn cùng học mình tiếp thu nhanh hơn.",,,,,,no,no,pending,
VSL_SEG_000186,d00516,train,SIGNER_08,dialog_turns,"Bạn có hồi hộp khi sắp thi học kỳ không?|Mình căng thẳng đến mức tối qua ngủ không ngon.|Bạn nên thư giãn một chút, đừng lo sợ quá.|Ừ, nhưng mình sợ làm bài sai nhiều.|Bạn chăm chỉ ôn tập rồi thì sẽ làm được thôi.|Cảm ơn bạn động viên.|Mình thấy bớt lo hơn rồi.|Cứ tự tin lên.|Bạn học giỏi mà.|Mình sẽ cố gắng hết sức để có kết quả tốt.",,,,,,no,no,pending,
VSL_SEG_000187,d00518,train,SIGNER_04,dialog_turns,"Xuân đã nộp bài làm cho cô chưa?|Mình nộp sáng nay, cô nhận xét mình trình bày gọn gàng. Mình bị cô mắng vì viết cẩu thả.|Xuân nên viết chữ nắn nót và sạch sẽ hơn.|Ừ, mình sẽ cẩn thận hơn ở bài sau.|Chữ viết đẹp thì cô giáo dễ chấm điểm hơn.|Cảm ơn Xuân đã nhắc nhở.|Bạn bè nhắc nhau cùng tiến bộ mà.",,,,,,no,no,pending,
VSL_SEG_000188,d00519,train,SIGNER_01,dialog_turns,"Tuần trước bạn được học bổng phải không?|Nhà trường trao học bổng cho học sinh giỏi. Bạn xứng đáng vì học chăm chỉ. Mình vui lắm, ba mẹ cũng mừng.|Bạn dùng học bổng làm gì?|Mình mua thêm sách giáo khoa và một cái máy tính bỏ túi. Máy tính bỏ túi giúp ích nhiều khi học toán. Ừ, mình sẽ tiếp tục cố gắng để giữ học bổng.",,,,,,no,no,pending,
VSL_SEG_000189,gf2_hocduong_001,train,SIGNER_06,continuous,"Hôm nay, trường Chu Văn An ồn ào quá. Phú làm hỏng máy vi tính xách tay của Ánh. Ánh giận dữ, mặt đỏ gay. Môn tin học và công nghệ, Phú vụng về nhất lớp. Nếu Phú xin lỗi, Ánh bớt bực. Nhưng Phú cười nhạo, Ánh càng phẫn nộ. Tiếng cãi nhau to hơn tiếng chuông. Ánh chán ghét thái độ coi thường này. Môn tự nhiên và xã hội, bài tập khó như leo núi. Nếu bài tập khó, Ánh càng stress. Kỳ thi tốt nghiệp sắp đến, áp lực nặng nề. Ánh lo lắng, tay run rẩy. Ánh mắng Phú xối xả. Phú sợ hãi, mặt tái nhợt. Hai người cãi nhau gay gắt. Cuối cùng, Ánh hậm hực bỏ đi.",,,,,,no,no,pending,
VSL_SEG_000190,gf2_hocduong_002,train,SIGNER_04,continuous,"Kỳ thi tốt nghiệp sắp tới, lòng lo lắng quá. Hãy chuẩn bị bút, thước thật kỹ nhé. Trước khi thi, hãy đọc kỹ đề bài. Đừng viết sai tên, sợ bị loại lắm. Tuy run nhưng hãy hít thở sâu. Hãy làm câu dễ trước, đừng làm câu khó. Nhớ kiểm tra lại bài sau khi làm xong. Trường Chu Văn An yêu cầu nộp bài đúng giờ. Đại học Bách Khoa tuyển sinh gắt, thật đáng sợ. Nhưng hãy tự tin, đừng quá hoảng loạn. Nhớ ngày người khuyết tật việt nam 18 4. Nhớ ngày giải phóng miền nam 30 4. Nhớ ngày thương bình liệt sĩ 27 7. Hãy cố gắng đạt điểm cao nhé.",,,,,,no,no,pending,
VSL_SEG_000191,gf2_hocduong_003,train,SIGNER_08,dialog_turns,"Thầy chào cả lớp.|Danh đang dùng phần mềm soạn thảo văn bản.|Danh, bài làm này hay quá, thầy ngạc nhiên thật.|Em cảm ơn thầy.|Diễm, sao Diễm bị điểm kém thế?|Diễm lo lắng, em quên làm bài.|Diễm nhìn xem, chị em đang ráp bâu vào thân áo.|Chủ đề may mặc lạ quá, thầy bất ngờ.|Thầy nhắc Diễm tập trung học.|Kỳ thi tốt nghiệp sắp tới rồi.|Diễm muốn học trường Chu Văn An.|Diễm được thầy khen vì cố gắng.|Nhắc mới nhớ, mẹ Diễm đi siêu âm độ mờ gáy.|Thầy mừng cho gia đình Diễm.|Cả lớp tiếp tục học nhé.",,,,,,no,no,pending,
VSL_SEG_000192,r2_hocduong_002,train,SIGNER_07,dialog_turns,"Chào em, nghe nói em vừa thi học sinh giỏi?|Vâng, nhưng em trượt giải, em tiếc lắm ạ.|Em thiếu bao nhiêu điểm?|Em thiếu nửa điểm, càng nghĩ càng buồn ạ.|Em đã chuẩn bị thế nào?|Em ôn suốt ba tháng, hôm thi lại quên một công thức.|Năm sau em có thi lại không?|Có ạ, nếu em ôn kỹ hơn thì em sẽ đạt giải.",,,,,,no,no,pending,
VSL_SEG_000193,r2_hocduong_003,train,SIGNER_06,dialog_turns,"Cậu thích môn học nào nhất?|Tớ mê môn lịch sử, nghe như xem phim.|Sao cậu thích môn đó?|Cô kể chuyện vua Quang Trung đánh giặc rất hay.|Cậu hay đọc sách ở đâu?|Tớ đọc ở thư viện trường, sách sử xếp một góc riêng.|Cuối tuần cậu có rảnh không?|Rảnh, tớ đang định đi Văn Miếu chơi.|Cho tớ đi cùng với nhé?|Ừ, ngày mai gặp ở cổng trường lúc tám giờ.",,,,,,no,no,pending,
VSL_SEG_000194,r2_hocduong_004,train,SIGNER_02,dialog_turns,"Sao cậu đỏ mặt vậy, có chuyện gì?|Tớ bực lắm, hôm qua có bạn chép bài của tớ.|Ai chép bài của cậu?|Bạn ngồi bàn trên, chép xong còn nộp trước tớ.|Cô giáo có biết không?|Cô phát hiện hai bài giống nhau, gọi cả hai lên.|Rồi cậu nói sao?|Tớ nói thật, nhưng vẫn giận run người. Thôi, bạn ấy bị nhắc nhở rồi mà. Ừ, nếu bạn ấy xin lỗi thì tớ bỏ qua.",,,,,,no,no,pending,
VSL_SEG_000195,r2_hocduong_005,train,SIGNER_02,continuous,"Năm ngoái, Lâm chuyển đến trường Chu Văn An. Ngày đầu đi học, Lâm lo mất ngủ cả đêm. Sáng đó, Lâm đứng trước cổng trường, tim đập nhanh. Trường mới to hơn trường cũ nhiều. Lâm sợ không có Chương, sợ lạc lớp. Lâm đi nhầm lên tầng ba, toát mồ hôi. Một bạn nữ thấy Lâm đang loay hoay liền hỏi. Bạn ấy tên Ngọc, dẫn Lâm về đúng lớp. Cô giáo mời Lâm giới thiệu trước lớp. Giọng Lâm run, hai tay nắm chặt. Nhưng các bạn vỗ tay, cười thân thiện. Giờ ra chơi, Ngọc rủ Lâm xuống sân chơi cầu lông. Hết ngày, nỗi lo tan biến, Lâm thấy nhẹ cả người.",,,,,,no,no,pending,
VSL_SEG_000196,r2_hocduong_008,train,SIGNER_06,continuous,"Tớ vừa học được cách nhớ từ mới, hiệu quả bất ngờ. Hãy viết mỗi từ vào một tờ giấy nhỏ. Dán giấy lên tủ lạnh, gương và cửa phòng. Mỗi lần đi qua, hãy đọc to từ đó một lần. Đừng học dồn nhiều từ trong một buổi. Nếu quên từ nào thì hãy dán lại chỗ dễ thấy. Sau một tuần, tớ ngạc nhiên vì nhớ gần hết. Huy thử đi, kết quả sẽ làm Huy bất ngờ.",,,,,,no,no,pending,
VSL_SEG_000197,r2_hocduong_009,train,SIGNER_01,dialog_turns,"Giờ sinh hoạt, cô muốn nghe ý kiến về lớp học.|Thưa cô, em chán cảnh bảng bẩn mỗi sáng ạ.|Vì sao bảng bẩn, tổ trực đâu?|Tổ trực hay quên lau bảng, em ghét nhìn bảng loang lổ ạ.|Cô hiểu, nhìn bảng bẩn ai cũng khó chịu.|Thưa cô, bàn ghế cuối lớp cũng đầy giấy vụn ạ.|Vậy lớp mình lập bảng phân công trực mới nhé.|Vâng, em xung phong trực ngày thứ hai ạ.|Cô khen em thẳng thắn và có trách nhiệm.|Em cảm ơn cô ạ.",,,,,,no,no,pending,
VSL_SEG_000198,r2_hocduong_010,train,SIGNER_03,continuous,"Nhiều Trân bực mình vì em nhỏ làm ồn khi học bài. Đừng quát em, giận dữ không giải quyết được gì. Hãy hít thở sâu ba lần cho bớt bực. Nếu nhà ồn quá thì hãy học ở thư viện trường. Hãy đeo tai nghe chống ồn khi làm bài tập. Nhớ nói với bố mẹ về giờ học của mình. Đừng học khuya, mệt sẽ càng dễ cáu. Bình tĩnh học, kết quả tốt hơn khi nổi giận.",,,,,,no,no,pending,
