recording_id,segment_id,split,signer_id,domain,genre,emotion,length_bucket,text_format,utterance_count,segmented_word_count,estimated_duration_seconds,segment_text,named_entities,named_entity_handling,safety_level,qc_flags,near_dup_cluster,review_status,source,source_ids,license_class,signer_instruction
VSL_SEG_000335,r3_muasam_007,train,SIGNER_01,Mua sắm,instruction_procedure,yeu_thich,hard,continuous,12,118,88,"Đến chợ Bến Thành, hãy chọn đồ thật thong thả. Vì nhiều đồ đẹp nên tôi rất mê mẩn. Hãy xem hàng thổ cẩm, đồ thủ công cũ, nhìn thật tuyệt. Tuy cũ nhưng còn tốt, hãy mua ngay. Nhớ mua chiếc khăn ấm cho bà, vì bà quý lắm. Đừng quên mua chiếc quạt máy, vì nắng nóng rất khó chịu. Hãy ghé Vincom, ngắm quần áo thời trang rực rỡ. Vì quá đẹp nên tôi thấy hạnh phúc vô cùng. Tuy đắt nhưng tôi vẫn mua vì quá say mê. Hãy hỏi kỹ về chất liệu và giá tiền. Hãy thanh toán tiền, cười thật tươi nhé. Xách túi đồ về, lòng vui sướng khôn cùng.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0392,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_muasam_007,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000336,r3_muasam_008,train,SIGNER_01,Mua sắm,instruction_procedure,biet_on_xin_loi,hard,continuous,15,112,86,"Mình xin lỗi vì làm phiền mọi người. Hãy cùng đến siêu thị Co.opmart mua đồ nhé. Đầu tiên, lấy xe đẩy để đựng nhiều hàng. Nhớ tìm khu thực phẩm, tránh mùi thối rác. Hãy chọn mì Ý để nấu bữa tối. Tiếp theo, ghé Vincom mua quần áo mùa hè. Đừng vội, hãy xem kỹ giá tiền. Nhân viên đang hướng dẫn khách thanh toán. Mình biết ơn vì mọi người kiên nhẫn chờ. Hãy mua mì vằn thắn về ăn thử. Sau đó, cùng nhau ra về nhé. Xe buýt đang chạy, nhanh chân lên. Mình thực sự xin lỗi vì chậm trễ. Cảm ơn mọi người rất nhiều.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0393,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_muasam_008,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000337,r3_muasam_009,train,SIGNER_07,Mua sắm,instruction_procedure,trung_tinh,standard,continuous,13,92,69,"Đến siêu thị Co.opmart mua đồ. Hãy chọn rau mơn mởn, xanh tươi. Nếu mua trái cây, chọn múi to mọng. Nhớ xem giá, chọn loại rẻ nhất. Đừng mua đồ đắt hơn túi tiền. Nếu trời mưa rả rích, hãy mang ô. Đội mũ calô che nắng mưa. Đến Vincom xem tranh mĩ thuật, thấy ngạc nhiên. Hãy xếp hàng đợi thanh toán. Kiểm tra hóa đơn, tránh sai sót. Nhận túi đồ, cảm thấy mừng rỡ. Hãy kiểm tra lại đồ vật, tránh tiếc nuối. Đi về nhà cẩn thận.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0394,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_muasam_009,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000338,r3_muasam_010,train,SIGNER_04,Mua sắm,classroom_dialogue,gian_buc,hard,dialog_turns,14,133,88,"Nhìn bài tập này, thầy giận quá.|Em viết sai hết cả rồi, thật đáng bực.|Hôm qua em đi mua đồ ở chợ Bến Thành, tiêu hơi lãng phí ạ.|Em giải thích mau, sao tiêu nhiều tiền vậy?|Em sợ quá, trả lời lắp bắp ạ.|Em mua chiếc váy ở Vincom, nhưng váy bị rách, tiếc lắm ạ.|Sao em bất cẩn thế, phải giữ gìn đồ chứ!|Em lo lắng, mặt tái đi ạ.|Ngày mai em định đi chợ Đồng Xuân nữa ạ.|Thầy chán nản, nhắc em phải cẩn thận từ việc nhỏ.|Em muốn xin lỗi, nhưng thầy vẫn còn giận ạ.|Em đừng lười biếng, phải chăm chỉ hơn.|Em buồn bã, cúi đầu im lặng.|Thôi, em thật thà nên thầy bớt giận rồi.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0395,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_muasam_010,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000339,r3_muasam_011,train,SIGNER_02,Mua sắm,classroom_dialogue,so_lo,hard,dialog_turns,15,133,81,"Nam ơi, hôm qua em mua gì ở chợ Bến Thành?|Thưa thầy, em sợ quá, em chỉ mua ít mận ạ.|Em lo lắng vì lỡ tiêu hơi nhiều tiền ạ.|Em nhớ nhé, biết chi tiêu hợp lý rất quan trọng.|Em run quá, em đang kể tiếp ạ.|Em sợ, hôm đó chợ đông người lắm ạ.|Thầy ngạc nhiên, em nói lại xem nào?|Em lo, em sợ bị người bán nói thách ạ.|Em sợ, em thấy nghẹn cả lời ạ.|Thầy khen em dũng cảm kể ra đấy.|Em vui vì được thầy khen ạ.|Em đang nhìn sang siêu thị Co.opmart ạ.|Em lo, em sợ bị lạc đường ạ.|Em nhớ tập trung nhìn bảng nhé.|Em biết ơn thầy, em cúi chào thầy ạ.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0396,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_muasam_011,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000340,r3_muasam_012,train,SIGNER_05,Mua sắm,classroom_dialogue,ngac_nhien,hard,dialog_turns,15,140,94,"Quang ơi, cuối tuần em đi mua sắm ở đâu?|Thưa thầy, em ghé chợ Bến Thành, đồ đắt hơn siêu thị Co.opmart ạ.|Ngạc nhiên thật, em mua gì vậy?|Em mua vài món đồ lạ mắt ạ.|Đồ lạ thế nào?|Em mua một trăm lẻ một chiếc kẹo đủ màu sắc ạ.|Bất ngờ quá, em mua nhiều vậy làm gì?|Vì em thích kẹo nên mua nhiều ạ.|Thầy khen em, nhưng đừng ăn hết một lúc nhé.|Vâng, em chỉ ăn một ít một thôi ạ.|Em thấy cửa hàng bày biện thật bắt mắt ạ.|Nhưng đông người quá nên em thấy hơi sợ ạ.|Em tập trung học nhé, đừng lo nghĩ vẩn vơ.|Em xin lỗi thầy, em biết ơn thầy nhắc nhở ạ.|Em học tốt nhất lớp, thầy rất mừng.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0397,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_muasam_012,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000341,r4_muasam_001,train,SIGNER_06,Mua sắm,interview,vui,hard,dialog_turns,12,108,82,"Chào Nhựt, hôm nay bạn thấy chợ Bến Thành thế nào?|Mình mừng quá, hàng hoá nhiều và đẹp.|Bạn mua gì để tặng mẹ?|Mình mua chùm hoa tươi, màu đỏ rực rỡ.|Trước khi mua hoa, mình ăn chõ xôi nóng.|Mình bất ngờ vì món ăn ngon tuyệt.|Mình muốn mua thêm cái cuốc để làm vườn.|Mình gợi ý bạn ghé siêu thị Co.opmart để chọn đồ.|Mình vui lắm, định ngày mai tới đó.|Mình nhớ lần trước đi chùa Linh Mụ, mua nhiều quà.|Mình từng leo núi chùa Yên Tử, thích lắm.|Hai đứa hào hứng, cùng nhau mua sắm tiếp.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0398,qc_pass_pending_human_vsl_review,generated_r4_llm,r4_muasam_001,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000342,r4_muasam_003,train,SIGNER_02,Mua sắm,storytelling,biet_on_xin_loi,hard,continuous,18,150,102,"Tôi đến siêu thị Co.opmart mua đồ. Tôi dùng ứng dụng trên điện thoại để chọn hàng. Tôi mua quà tặng năm người bạn. Tôi muốn mua thêm thuốc bổ cho bà. Vì vội nên tôi làm vỡ một lọ thủy tinh. Tôi sợ hãi, lo lắng nhìn xung quanh. Mạnh nhìn thấy, nhưng anh ấy vẫn im lặng. Anh ấy giúp tôi dọn mảnh vỡ. Anh ấy còn trả tiền lọ thuốc đó. Tôi bất ngờ, cảm động vì sự tử tế ấy. Tôi xin lỗi Mạnh, lòng thấy áy náy. Tôi cảm ơn anh ấy, lòng biết ơn sâu sắc. Tôi cài giúp anh ấy một ứng dụng quản lý công việc. Mạnh cũng vừa cài phần mềm mới cho máy tính. Tuy anh ấy giúp nhiều nhưng tôi vẫn thấy ngại. Vì anh ấy tốt bụng nên tôi rất quý. Tôi và Mạnh cùng nhau ra về.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0400,qc_pass_pending_human_vsl_review,generated_r4_llm,r4_muasam_003,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000343,r4_muasam_005,train,SIGNER_08,Mua sắm,storytelling,gian_buc,hard,continuous,17,130,96,"Tôi đến chợ Bến Thành mua sắm. Tôi thấy người bán hàng chảnh quá. Đại nhìn tôi, khuôn mặt chải chuốt như ca sĩ. Tôi hỏi giá chả giò, người bán hét giá cao nhất vùng. Tôi bực mình, mặt đỏ gay. Nếu người bán cứ hét giá, tôi sẽ bỏ đi. Tôi trách người bán hàng thô lỗ. Tôi giận, đặt mạnh túi xách xuống. Đại nhìn tôi, chỉ cười trừ. Đại bảo tôi đừng giận, cứ bình tĩnh xem tiếp. Tôi càng tức hơn, bảo Đại im lặng. Đại kéo tôi sang siêu thị Co.opmart. Ở đây giá rẻ hơn chợ Bến Thành. Nếu mua được đồ rẻ, tôi sẽ hết giận. Tôi mua đồ xong, lòng nhẹ nhõm. Hai người rời đi, tôi vẫn còn hậm hực.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0402,qc_pass_pending_human_vsl_review,generated_r4_llm,r4_muasam_005,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000344,r4_muasam_006,train,SIGNER_04,Mua sắm,storytelling,so_lo,hard,continuous,16,127,92,"Hôm qua, tôi tới chợ Bến Thành. Tôi tìm mua ít dầu bôi trơn máy móc. Đám đông chen chúc, tôi cảm thấy hơi sợ. Tôi nhìn thấy Ngọc đang đứng run rẩy. Ngọc lo lắng vì mất ví tiền. Cô ấy định mua ít đường để làm bánh. Tôi giúp Ngọc, nhưng cô ấy vẫn rất hoảng sợ. Hai người làm theo hướng dẫn của bảo vệ. Tôi muốn giúp thêm, nhưng Ngọc ngại từ chối. Tôi chợt nhớ cái lưng từng bị chấn thương của mình. Lưng tôi đau nhức, tôi thấy lo âu. Tôi và Ngọc cùng ra siêu thị Co.opmart. Nơi này vắng vẻ, tôi thấy nhẹ nhõm. Sau khi mua đồ, tôi mỉm cười. Ngọc hết sợ, cô ấy cảm ơn tôi.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,OOV 50% > 45%,C0403,qc_pass_pending_human_vsl_review,generated_r4_llm,r4_muasam_006,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000345,r2_mausac_001,train,SIGNER_06,Màu sắc,interview,trung_tinh,standard,dialog_turns,8,79,59,"Thưa thầy, cờ Việt Nam có những màu nào ạ?|Cờ Việt Nam nền đỏ, sao vàng năm cánh.|Ngôi sao nằm ở đâu trên lá cờ ạ?|Ngôi sao vàng nằm ngay chính giữa nền đỏ.|Màu đỏ và màu vàng thường thấy ở đâu nữa ạ?|Ngày Tết, phố treo cờ đỏ, đèn vàng khắp nơi.|Nếu muốn phân biệt đỏ và cam thì làm sao ạ?|Hãy đặt hai màu cạnh nhau, đỏ đậm hơn cam.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0404,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_001,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000346,r2_mausac_002,train,SIGNER_01,Màu sắc,interview,vui,standard,dialog_turns,8,78,58,"Chào chị Hoa, chị vừa đi chợ hoa Tết về ạ?|Đúng rồi, mình vui lắm, chợ hoa đầy màu sắc.|Chợ hoa có những màu gì nổi bật ạ?|Hoa đào hồng, hoa mai vàng, lá xanh mát mắt.|Chị thích màu hoa nào nhất ạ?|Mình thích màu hồng của hoa đào Hà Nội nhất.|Nếu Tết năm sau rảnh thì chị đi nữa chứ ạ?|Chắc chắn rồi, đi chợ hoa vui như trẩy hội.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0405,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_002,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000347,r2_mausac_003,train,SIGNER_07,Màu sắc,conversation,ngac_nhien,standard,dialog_turns,10,92,69,"Trang ơi, mình mới xem ảnh Mù Cang Chải.|Mù Cang Chải mùa này màu gì?|Lúa chín vàng rực cả sườn núi.|Thật à? Vàng cả một quả núi luôn hả?|Ừ, ruộng bậc thang như những dải vàng xếp tầng.|Mình bất ngờ quá, tưởng núi chỉ có màu xanh.|Tháng trước lúa còn xanh, nhưng nay đổi vàng hết.|Ngạc nhiên thật, màu thay đổi nhanh vậy sao?|Đúng, nếu đi muộn thì chỉ còn gốc rạ nâu.|Vậy ngày mai mình đặt vé đi Mù Cang Chải luôn.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0406,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_003,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000348,r2_mausac_006,train,SIGNER_02,Màu sắc,storytelling,biet_on_xin_loi,hard,continuous,13,109,81,"Hồi nhỏ, tôi hay nhầm màu xanh với màu tím. Các bạn trêu, tôi xấu hổ lắm. Cô Thu không mắng, cô kiên nhẫn dạy tôi. Cô đưa tôi hộp bút màu mới. Cô dán tên màu lên từng cây bút. Mỗi ngày, tôi tập tô một màu. Tôi tô hoa sen Đồng Tháp màu hồng. Tôi tô biển Nha Trang màu xanh. Sau một năm, tôi phân biệt màu tốt hơn hẳn. Bài vẽ hồ Gươm của tôi được treo ở lớp. Tôi biết ơn cô Thu vô cùng. Nhờ cô, tôi không còn sợ giờ vẽ. Cảm ơn cô, cô đã cho em thêm yêu màu sắc.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0409,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_006,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000349,r2_mausac_009,train,SIGNER_08,Màu sắc,classroom_dialogue,ghet_chan,standard,dialog_turns,10,80,60,"Cô Vi hỏi, vì sao Bin không tô màu bài vẽ?|Thưa cô, em chán tô màu lắm ạ.|Vì sao em chán?|Em ghét màu xám, bài mẫu toàn màu xám ạ.|Vậy em thích màu gì?|Em thích màu cam như trái cam ạ.|Tốt, em hãy vẽ phố cổ Hội An với đèn lồng cam.|Ôi, vậy em hết chán ngay ạ.|Bin tô đẹp lắm, cô khen cả lớp xem này.|Em cảm ơn cô ạ.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,"trùng nội bộ với r2_giaotiep_009: ""Em cảm ơn cô ạ."" ; OOV 48% > 45%",C0410,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_009,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000350,r2_mausac_010,train,SIGNER_01,Màu sắc,instruction_procedure,ngac_nhien,standard,continuous,8,71,53,"Hãy làm thí nghiệm màu với nước bắp cải tím. Luộc bắp cải tím, lấy phần nước để nguội. Nếu vắt chanh vào thì nước đổi sang màu hồng. Bất ngờ chưa, màu đổi ngay trước mắt. Nếu cho xà phòng vào thì nước chuyển xanh. Nhiều bạn ngạc nhiên vì nước đổi màu như ảo thuật. Đừng uống nước thí nghiệm nhé. Hãy thử ở nhà cùng bố mẹ đi.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0411,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_010,synthetic_CC-BY-4.0,"Ký tự nhiên, LIỀN MẠCH cả đoạn (văn bản không có dấu '|'). Kể/hướng dẫn trôi chảy từ đầu đến cuối. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000351,r2_mausac_011,train,SIGNER_04,Màu sắc,classroom_dialogue,so_lo,standard,dialog_turns,10,96,72,"Thầy Phong hỏi, ngày mai thi vẽ, các em chuẩn bị chưa?|Thưa thầy, em lo lắm, em sợ tô lem ra ngoài ạ.|Em đang luyện tô ở nhà chứ?|Vâng, em đang luyện mỗi tối nhưng tay vẫn run ạ.|Hãy tô viền trước, tô ruột sau.|Nếu tô chậm thì có kịp giờ không ạ?|Kịp, tô chậm mà đều còn hơn tô nhanh mà lem.|Vâng, em đỡ lo hơn rồi ạ.|Em vẽ cờ Việt Nam thì nhớ sao vàng năm cánh nhé.|Em nhớ rồi ạ, em cảm ơn thầy.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,OOV 53% > 45%,C0412,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_011,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000352,r2_mausac_012,train,SIGNER_04,Màu sắc,classroom_dialogue,gian_buc,standard,dialog_turns,10,79,62,"Cô Nga đang hướng dẫn, ai làm đổ màu ra bàn?|Thưa cô, bạn Tí xô tay em nên đổ ạ.|Tí, em xin lỗi Quân chưa?|Em xin lỗi Quân, mình không cố ý.|Quân còn bực không?|Thưa cô, em hết bực rồi, nhưng áo em dính màu tím ạ.|Màu nước giặt sạch được, đừng giận Tí nữa nhé.|Vâng ạ.|Cả lớp nhớ đậy nắp hộp màu sau khi dùng.|Chúng em nhớ rồi ạ.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,OOV 49% > 45%,C0413,qc_pass_pending_human_vsl_review,generated_r2,r2_mausac_012,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn hội thoại. Dấu '|' đánh dấu ĐỔI LƯỢT người nói (dùng để gán nhãn) — ký liền mạch, không cần dừng hẳn ở '|'. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000353,r3_mausac_001,train,SIGNER_06,Màu sắc,interview,gian_buc,hard,dialog_turns,12,123,88,"Màu sơn nhà này xấu quá, ông thấy sao?|Ừ, màu này tối quá, nhìn còn hơn cả màu đen.|Nếu dùng màu đỏ như cờ Việt Nam thì đẹp hơn ông nhỉ?|Nhưng sơn đỏ cả tường thì chói mắt lắm cháu ạ.|Cháu thấy màu sắc trong nhà lộn xộn, chẳng hợp nhau.|Nếu sơn lại thì tốn kém lắm đấy.|Màu sơn nhạt thường nhìn dịu mắt hơn ông ạ.|Ông cũng thấy vậy, nhưng cháu vẫn chưa ưng màu nào.|Hãy xem đèn lồng Hội An, màu sắc rực rỡ biết bao.|Cháu thích màu ấm, nhìn cho vui mắt.|Vậy nhà mình chọn màu vàng nhạt cho tường nhé?|Ừ, màu vàng nhạt vừa sáng vừa dễ chịu.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,,C0414,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_mausac_001,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
VSL_SEG_000354,r3_mausac_002,train,SIGNER_05,Màu sắc,interview,so_lo,hard,dialog_turns,18,137,108,"Anh thấy màu gì đáng sợ nhất?|Tôi sợ màu đỏ, nhìn đỏ như máu.|Trước khi bệnh, da anh màu gì?|Da tôi vốn trắng, nhưng giờ xám xịt hẳn.|Anh lo lắng điều gì nhất?|Tôi sợ nhìn gương, thấy lưỡi đỏ lòm.|Hôm qua, bác sĩ nói gì?|Bác sĩ bảo bệnh này lây, tôi lo phát hoảng.|Chiếc áo dài Huế màu gì?|Áo dài Huế màu tím, nhưng tôi nhìn thành màu đen.|Tim anh đập thế nào?|Tim tôi đập thình thịch, sợ hãi tột độ.|Tiếng máy đo nhịp tim ra sao?|Tiếng máy kêu tít tít, nghe lạnh người.|Anh muốn nhìn thấy màu nào?|Tôi muốn thấy hoa sen Đồng Tháp màu hồng.|Anh mong ngày mai thế nào?|Ngày mai tôi mong hết sợ, mong khỏi bệnh.",,Tên riêng không có ký hiệu VSL -> đánh vần tay (FS:); nếu có ký hiệu địa phương quy ước thì dùng ký hiệu đó (ghi lại vào phiếu gán gloss).,green,"genre interview: 18 lượt ngoài [6,16]",C0415,qc_pass_pending_human_vsl_review,generated_r3_llm,r3_mausac_002,synthetic_CC-BY-4.0,"Ký tự nhiên theo nội dung đoạn. Đây là dạng phỏng vấn: tạm dừng nhẹ ở mỗi dấu '|' để phân tách lượt hỏi–đáp. Giữ hai tay, khuôn mặt và thân trên trong khung hình, ánh mắt hướng camera. Với tên riêng chưa có ký hiệu quy ước -> đánh vần tay (FS:)."
